id,loan_amnt,funded_amnt,term,grade,purpose,ead,ead_ratio,loan_status,default,pd_probability,lgd_predicted,ecl,ifrs9_stage,ecl_base,ecl_adverse,ecl_optimistic
19657176,35000.0,35000.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.06112152269708549,0.5580958820036618,0.0,Stage 1,0.0,0.0,0.0
21030872,35000.0,35000.0,60,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.16147251915817526,0.6148514901059061,0.0,Stage 2,0.0,0.0,0.0
12947587,11000.0,11000.0,36,A,credit_card,0.0,0.0,Fully Paid,0,0.06458715067587456,0.5087504778963472,0.0,Stage 1,0.0,0.0,0.0
12418015,18000.0,18000.0,36,A,debt_consolidation,0.0,0.0,Fully Paid,0,0.03297796112190243,0.5244654817333416,0.0,Stage 1,0.0,0.0,0.0
19577848,10000.0,10000.0,36,B,moving,0.0,0.0,Fully Paid,0,0.22613633523350646,0.5399777261084554,0.0,Stage 2,0.0,0.0,0.0
10586645,12000.0,12000.0,36,A,credit_card,0.0,0.0,Fully Paid,0,0.113017787209493,0.7185897536223795,0.0,Stage 2,0.0,0.0,0.0
23683454,6000.0,6000.0,36,B,car,0.0,0.0,Fully Paid,0,0.06917137492918639,0.5402088417844341,0.0,Stage 1,0.0,0.0,0.0
27069732,9325.0,9325.0,36,E,debt_consolidation,0.0,0.0,Charged Off,1,0.23457538229978575,0.5879438334067193,0.0,Stage 2,0.0,0.0,0.0
12438886,5000.0,5000.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.14508322722162068,0.608735731866278,0.0,Stage 2,0.0,0.0,0.0
12428062,3600.0,3600.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.296711904431303,0.5962647692800873,0.0,Stage 2,0.0,0.0,0.0
29894615,35000.0,35000.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.08666283897226755,0.5095793129726096,0.0,Stage 1,0.0,0.0,0.0
26229622,1500.0,1500.0,36,F,moving,0.0,0.0,Fully Paid,0,0.3350078853410886,0.58756811945415,0.0,Stage 3,0.0,0.0,0.0
15329645,4000.0,4000.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.09974271571152087,0.5720224673379429,0.0,Stage 1,0.0,0.0,0.0
34583454,10000.0,10000.0,36,A,credit_card,0.0,0.0,Fully Paid,0,0.11799068162016221,0.4689653727939729,0.0,Stage 2,0.0,0.0,0.0
4245229,9000.0,9000.0,36,C,home_improvement,0.0,0.0,Fully Paid,0,0.2306242480736827,0.5390740102127569,0.0,Stage 2,0.0,0.0,0.0
36260610,4375.0,4375.0,36,E,debt_consolidation,0.0,0.0,Fully Paid,0,0.3033474554034258,0.5811317402632574,0.0,Stage 3,0.0,0.0,0.0
10595579,24000.0,24000.0,60,D,major_purchase,0.0,0.0,Fully Paid,0,0.18020186137338226,0.6359325125566994,0.0,Stage 2,0.0,0.0,0.0
13968196,10000.0,10000.0,36,C,other,0.0,0.0,Fully Paid,0,0.3146661925701923,0.5238804299154148,0.0,Stage 3,0.0,0.0,0.0
32479378,9000.0,9000.0,36,A,major_purchase,0.0,0.0,Fully Paid,0,0.08534568960244929,0.5521142832255544,0.0,Stage 1,0.0,0.0,0.0
28913820,22700.0,22700.0,60,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.24181900759379257,0.6277609929188466,0.0,Stage 2,0.0,0.0,0.0
13037098,17450.0,17450.0,60,E,debt_consolidation,0.0,0.0,Fully Paid,0,0.42716033352382093,0.6693238181746368,0.0,Stage 3,0.0,0.0,0.0
10100884,14000.0,14000.0,60,C,debt_consolidation,337.6708398174528,0.0241193457012466,Charged Off,1,0.25465608126242156,0.6390536288064976,54.952178612325866,Stage 2,54.952178612325866,71.43783219602362,43.96174288986069
33331481,19200.0,19200.0,60,D,debt_consolidation,4771.226918097821,0.2485014019842615,Charged Off,1,0.1999535280085359,0.6584759928356686,628.2016735484781,Stage 2,628.2016735484781,816.6621756130218,502.5613388387826
15290868,32950.0,32950.0,60,E,credit_card,0.0,0.0,Fully Paid,0,0.20664281101223295,0.712558232488067,0.0,Stage 2,0.0,0.0,0.0
24194502,15000.0,15000.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.11849561197117503,0.5173586346923635,0.0,Stage 2,0.0,0.0,0.0
16443365,8400.0,8400.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.09775845998661585,0.5278500058432642,0.0,Stage 1,0.0,0.0,0.0
6895091,20800.0,20800.0,60,E,debt_consolidation,0.0,0.0,Fully Paid,0,0.2529439776844375,0.7120423318115221,0.0,Stage 2,0.0,0.0,0.0
20939304,9600.0,9600.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.10850484448683498,0.5032088890325819,0.0,Stage 2,0.0,0.0,0.0
22802750,10000.0,10000.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.11061065700966037,0.5452776654362239,0.0,Stage 2,0.0,0.0,0.0
35348263,16000.0,16000.0,60,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.27404507102079745,0.6519431963459759,0.0,Stage 2,0.0,0.0,0.0
28903619,19000.0,19000.0,36,A,debt_consolidation,0.0,0.0,Fully Paid,0,0.0540411025256531,0.4772574005392133,0.0,Stage 1,0.0,0.0,0.0
15300411,19800.0,19800.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.08903511468669602,0.5425259251053156,0.0,Stage 1,0.0,0.0,0.0
23783260,10000.0,10000.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.07872136711098475,0.5263120558727296,0.0,Stage 1,0.0,0.0,0.0
12576056,14400.0,14400.0,60,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.4510617811011625,0.6694258144466664,0.0,Stage 3,0.0,0.0,0.0
12996263,12000.0,12000.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.13230872397181784,0.5027817448930729,0.0,Stage 2,0.0,0.0,0.0
36028343,6000.0,6000.0,36,B,medical,0.0,0.0,Fully Paid,0,0.14098377641337206,0.5374353828007994,0.0,Stage 2,0.0,0.0,0.0
10122299,19000.0,19000.0,60,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.2255022781402196,0.6147331914044222,0.0,Stage 2,0.0,0.0,0.0
13917917,9600.0,9600.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.095023861517688,0.5435946399333049,0.0,Stage 1,0.0,0.0,0.0
19617012,10000.0,10000.0,60,D,home_improvement,0.0,0.0,Fully Paid,0,0.2232140914234474,0.6703844099885736,0.0,Stage 2,0.0,0.0,0.0
26329851,19200.0,19200.0,60,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.1875643248951926,0.6650244087663506,0.0,Stage 2,0.0,0.0,0.0
10824804,20000.0,20000.0,36,A,credit_card,0.0,0.0,Fully Paid,0,0.030745798665756455,0.4591405236737522,0.0,Stage 1,0.0,0.0,0.0
13306695,12000.0,12000.0,60,D,debt_consolidation,1973.8099795649664,0.1644841649637472,Charged Off,1,0.3175019276907762,0.6394506479097801,400.73635035780484,Stage 3,400.73635035780484,520.9572554651462,320.58908028624387
30936407,32625.0,32625.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.13486492001535264,0.6251396075996544,0.0,Stage 2,0.0,0.0,0.0
34964843,12000.0,12000.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.12508753883716714,0.4995690266027957,0.0,Stage 2,0.0,0.0,0.0
17874484,17000.0,17000.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.14725397887167727,0.5618156281638054,0.0,Stage 2,0.0,0.0,0.0
17934259,22000.0,22000.0,36,A,credit_card,0.0,0.0,Fully Paid,0,0.03959926323877441,0.5105666588408013,0.0,Stage 1,0.0,0.0,0.0
14589372,9975.0,9975.0,36,E,debt_consolidation,0.0,0.0,Fully Paid,0,0.20153143188728304,0.6013059632722787,0.0,Stage 2,0.0,0.0,0.0
36058347,15000.0,15000.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.0451113441318174,0.4175961071941673,0.0,Stage 1,0.0,0.0,0.0
14698989,6000.0,6000.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.11131623052211193,0.5322154366272427,0.0,Stage 2,0.0,0.0,0.0
16281576,9750.0,9750.0,36,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.26000425004426536,0.5374299525329235,0.0,Stage 2,0.0,0.0,0.0
34443362,6500.0,6500.0,36,B,other,0.0,0.0,Fully Paid,0,0.1114103407787966,0.530833116136344,0.0,Stage 2,0.0,0.0,0.0
19786595,18525.0,18525.0,60,F,debt_consolidation,3453.780370953329,0.1864388864212323,Charged Off,1,0.40373026210243596,0.6876110593677055,958.8018731060597,Stage 3,958.8018731060597,1246.4424350378779,767.0414984848479
27650620,35000.0,35000.0,36,C,debt_consolidation,0.0,0.0,Charged Off,1,0.1809481785996852,0.551440603897841,0.0,Stage 2,0.0,0.0,0.0
11637990,10350.0,10350.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.16366470303075153,0.5340322363399213,0.0,Stage 2,0.0,0.0,0.0
32168709,7000.0,7000.0,36,B,major_purchase,0.0,0.0,Charged Off,1,0.10640750616086599,0.5157616268391513,0.0,Stage 2,0.0,0.0,0.0
25248036,22000.0,22000.0,60,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.16095741779597317,0.6876761381370553,0.0,Stage 2,0.0,0.0,0.0
17312695,35000.0,35000.0,60,D,debt_consolidation,4270.05665167051,0.1220016186191574,Charged Off,1,0.2738269967760313,0.6604601359761961,772.2474978477243,Stage 2,772.2474978477243,1003.9217472020415,617.7979982781794
23153498,20000.0,20000.0,60,D,debt_consolidation,3686.824805420529,0.1843412402710264,Charged Off,1,0.25306793249277654,0.6409724451797205,598.0382718329574,Stage 2,598.0382718329574,777.4497533828447,478.430617466366
10608959,12000.0,12000.0,36,B,major_purchase,0.0,0.0,Fully Paid,0,0.1124583524785493,0.5185452444359272,0.0,Stage 2,0.0,0.0,0.0
36450918,2400.0,2400.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.13163753820079244,0.5859820174022922,0.0,Stage 2,0.0,0.0,0.0
34763232,14025.0,14025.0,60,F,debt_consolidation,0.0,0.0,Fully Paid,0,0.3296981520820682,0.6484425512872474,0.0,Stage 3,0.0,0.0,0.0
14460565,10800.0,10800.0,36,B,credit_card,0.0,0.0,Charged Off,1,0.08547473152391714,0.4943591452776093,0.0,Stage 1,0.0,0.0,0.0
36049626,24000.0,24000.0,60,E,debt_consolidation,0.0,0.0,Fully Paid,0,0.308410295265686,0.6331871414192206,0.0,Stage 3,0.0,0.0,0.0
19716658,5850.0,5850.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.1864939671815525,0.5482263797850466,0.0,Stage 2,0.0,0.0,0.0
26348305,5000.0,5000.0,36,A,debt_consolidation,0.0,0.0,Fully Paid,0,0.13788537241396157,0.4604795212453202,0.0,Stage 2,0.0,0.0,0.0
24716699,25000.0,25000.0,36,E,debt_consolidation,0.0,0.0,Fully Paid,0,0.2982227097356104,0.5879017207304942,0.0,Stage 2,0.0,0.0,0.0
14538659,13175.0,13175.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.043871548409885615,0.5447992478695137,0.0,Stage 1,0.0,0.0,0.0
34742727,18500.0,18500.0,60,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.24168112644789486,0.6024567028407439,0.0,Stage 2,0.0,0.0,0.0
10696237,20000.0,20000.0,60,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.11631343649671803,0.6067373462400657,0.0,Stage 2,0.0,0.0,0.0
22264059,9875.0,9875.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.16065056028970928,0.5333806862989248,0.0,Stage 2,0.0,0.0,0.0
27010162,16000.0,16000.0,36,A,debt_consolidation,0.0,0.0,Fully Paid,0,0.051318518264731314,0.5512144005500548,0.0,Stage 1,0.0,0.0,0.0
15450452,6000.0,6000.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.22897382901737048,0.4906373931420472,0.0,Stage 2,0.0,0.0,0.0
12906814,5875.0,5875.0,36,E,medical,0.0,0.0,Fully Paid,0,0.29242497601358597,0.619013950047898,0.0,Stage 2,0.0,0.0,0.0
31166554,14875.0,14875.0,60,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.2475594703400076,0.7342813661291868,0.0,Stage 2,0.0,0.0,0.0
34894587,15000.0,15000.0,60,D,debt_consolidation,3740.174711417106,0.2493449807611404,Charged Off,1,0.3500429131327565,0.6786673878128496,888.5260383661227,Stage 3,888.5260383661227,1155.0838498759595,710.8208306928982
18995029,5000.0,5000.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.12705318115147596,0.5291602929788175,0.0,Stage 2,0.0,0.0,0.0
14569497,7200.0,7200.0,36,A,home_improvement,0.0,0.0,Fully Paid,0,0.1111419163276627,0.548802945538902,0.0,Stage 2,0.0,0.0,0.0
12988032,8400.0,8400.0,36,B,debt_consolidation,0.0,0.0,Charged Off,1,0.09754285741030069,0.5267174663278268,0.0,Stage 1,0.0,0.0,0.0
12409290,21000.0,21000.0,60,D,credit_card,0.0,0.0,Fully Paid,0,0.21948345155124904,0.6813633940196583,0.0,Stage 2,0.0,0.0,0.0
37327544,12375.0,12375.0,60,E,credit_card,0.0,0.0,Fully Paid,0,0.2291412904200451,0.6500708555480652,0.0,Stage 2,0.0,0.0,0.0
24035889,4900.0,4900.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.10338919921516149,0.568375378332192,0.0,Stage 2,0.0,0.0,0.0
31157445,25000.0,25000.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.0655627039070334,0.5264731170340345,0.0,Stage 1,0.0,0.0,0.0
12427488,8400.0,8400.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.18361946958398925,0.5122357519228066,0.0,Stage 2,0.0,0.0,0.0
20692802,12000.0,12000.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.0901144154563247,0.465420315180359,0.0,Stage 1,0.0,0.0,0.0
17654320,14000.0,14000.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.13575016554696837,0.5560585605038687,0.0,Stage 2,0.0,0.0,0.0
20710267,20400.0,20400.0,36,A,credit_card,0.0,0.0,Fully Paid,0,0.05445617964088141,0.5525531158186772,0.0,Stage 1,0.0,0.0,0.0
17562912,2000.0,2000.0,36,D,moving,0.0,0.0,Fully Paid,0,0.12808426932144507,0.5524815583132917,0.0,Stage 2,0.0,0.0,0.0
21159907,9000.0,9000.0,36,A,debt_consolidation,0.0,0.0,Charged Off,1,0.07845247387797713,0.5823025338438391,0.0,Stage 1,0.0,0.0,0.0
10143592,30000.0,30000.0,36,B,major_purchase,0.0,0.0,Charged Off,1,0.06447799766669889,0.6489268118543058,0.0,Stage 1,0.0,0.0,0.0
25327617,8000.0,8000.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.1052320963244789,0.5926186628285317,0.0,Stage 2,0.0,0.0,0.0
30655730,14000.0,14000.0,36,A,credit_card,0.0,0.0,Fully Paid,0,0.06184033625891317,0.5133724077841121,0.0,Stage 1,0.0,0.0,0.0
24054858,20000.0,20000.0,60,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.2096879091508157,0.6463296953954537,0.0,Stage 2,0.0,0.0,0.0
10794702,8000.0,8000.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.12646370526640885,0.5127202488081615,0.0,Stage 2,0.0,0.0,0.0
19015572,5000.0,5000.0,36,B,medical,0.0,0.0,Charged Off,1,0.0809798029697596,0.5531002445592434,0.0,Stage 1,0.0,0.0,0.0
23855064,30000.0,30000.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.11745374134716524,0.5477795560790887,0.0,Stage 2,0.0,0.0,0.0
29233972,20000.0,20000.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.07841640533747829,0.5039633128556061,0.0,Stage 1,0.0,0.0,0.0
21021085,4000.0,4000.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.24388534540416948,0.5465437615857771,0.0,Stage 2,0.0,0.0,0.0
16201142,35000.0,35000.0,60,E,house,5347.891721782124,0.1527969063366321,Charged Off,1,0.3000121550912882,0.6966380585223687,1117.7087562134777,Stage 3,1117.7087562134777,1453.021383077521,894.1670049707822
18906000,12000.0,12000.0,36,D,debt_consolidation,0.0,0.0,Charged Off,1,0.18022541575614173,0.5358704829292832,0.0,Stage 2,0.0,0.0,0.0
27360069,5000.0,5000.0,36,C,medical,0.0,0.0,Fully Paid,0,0.20419941295043922,0.5225979487314547,0.0,Stage 2,0.0,0.0,0.0
21059809,18000.0,18000.0,60,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.1231357758698479,0.6342462415856355,0.0,Stage 2,0.0,0.0,0.0
16982769,2500.0,2500.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.10687700297165155,0.4802763865025565,0.0,Stage 2,0.0,0.0,0.0
16892681,11000.0,11000.0,36,A,debt_consolidation,0.0,0.0,Fully Paid,0,0.07393066869512324,0.4996138016394378,0.0,Stage 1,0.0,0.0,0.0
24035509,33000.0,33000.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.17018407765786328,0.5410041610883817,0.0,Stage 2,0.0,0.0,0.0
36108617,4000.0,4000.0,36,C,car,0.0,0.0,Fully Paid,0,0.12239646286173302,0.5155740212560602,0.0,Stage 2,0.0,0.0,0.0
36500134,21600.0,21600.0,60,D,credit_card,0.0,0.0,Fully Paid,0,0.1809142961869632,0.6404710098409717,0.0,Stage 2,0.0,0.0,0.0
10618603,10000.0,10000.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.1788517757883708,0.5391944250637998,0.0,Stage 2,0.0,0.0,0.0
24014438,8000.0,8000.0,36,A,major_purchase,0.0,0.0,Fully Paid,0,0.05136392180166933,0.5750785750333023,0.0,Stage 1,0.0,0.0,0.0
11437521,12000.0,12000.0,36,D,moving,0.0,0.0,Charged Off,1,0.16412545228933764,0.5758778770353731,0.0,Stage 2,0.0,0.0,0.0
23923768,10000.0,10000.0,60,G,debt_consolidation,2171.6204024411545,0.2171620402441154,Charged Off,1,0.3598280342608765,0.7286508307889559,569.3749732379306,Stage 3,569.3749732379306,740.1874652093098,455.49997859034454
13717710,7000.0,7000.0,36,A,home_improvement,0.0,0.0,Fully Paid,0,0.06499933691121558,0.4939338540945736,0.0,Stage 1,0.0,0.0,0.0
24745994,31900.0,31900.0,60,D,debt_consolidation,6017.644982027472,0.1886409085275069,Charged Off,1,0.20534417950701164,0.6315999478472898,780.4607109310584,Stage 2,780.4607109310584,1014.5989242103761,624.3685687448468
13106997,30000.0,30000.0,60,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.1117226792087548,0.6162720863864701,0.0,Stage 2,0.0,0.0,0.0
28743871,2500.0,2500.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.08110211806760365,0.5045226676255773,0.0,Stage 1,0.0,0.0,0.0
10756360,12000.0,12000.0,36,A,debt_consolidation,0.0,0.0,Fully Paid,0,0.05041268018594741,0.5068271755546921,0.0,Stage 1,0.0,0.0,0.0
30685716,25075.0,25075.0,60,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.2191547619176019,0.7078510948202885,0.0,Stage 2,0.0,0.0,0.0
15700774,28000.0,28000.0,36,A,debt_consolidation,0.0,0.0,Fully Paid,0,0.06678428881866054,0.5234390304260428,0.0,Stage 1,0.0,0.0,0.0
36301830,14000.0,14000.0,36,A,debt_consolidation,0.0,0.0,Charged Off,1,0.05219116709351968,0.4970642184805849,0.0,Stage 1,0.0,0.0,0.0
13787618,15000.0,15000.0,36,B,home_improvement,0.0,0.0,Fully Paid,0,0.06427183369264178,0.5659698050566015,0.0,Stage 1,0.0,0.0,0.0
10586224,24000.0,24000.0,36,A,debt_consolidation,0.0,0.0,Fully Paid,0,0.07812152236028477,0.507862724239138,0.0,Stage 1,0.0,0.0,0.0
23102997,35000.0,35000.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.06097297640845899,0.5572544149365449,0.0,Stage 1,0.0,0.0,0.0
29574155,8950.0,8950.0,36,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.14140689382542054,0.6007401793902204,0.0,Stage 2,0.0,0.0,0.0
15059438,3200.0,3200.0,36,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.22796246283595603,0.5971642106329844,0.0,Stage 2,0.0,0.0,0.0
36671380,6775.0,6775.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.2242506208527153,0.6469185210559254,0.0,Stage 2,0.0,0.0,0.0
26839774,30000.0,30000.0,60,C,home_improvement,0.0,0.0,Fully Paid,0,0.11909627997298045,0.6670850451388873,0.0,Stage 2,0.0,0.0,0.0
11965066,24000.0,24000.0,60,D,credit_card,1181.6689939765306,0.0492362080823554,Charged Off,1,0.23696640076438005,0.6437029439446433,180.24702596461762,Stage 2,180.24702596461762,234.3211337540029,144.1976207716941
35266221,13000.0,13000.0,36,A,debt_consolidation,0.0,0.0,Fully Paid,0,0.04244272883873958,0.4449725580461529,0.0,Stage 1,0.0,0.0,0.0
31356517,14000.0,14000.0,36,C,credit_card,0.0,0.0,Charged Off,1,0.16967467070614442,0.5244268620360789,0.0,Stage 2,0.0,0.0,0.0
15350893,9600.0,9600.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.15691193757327673,0.5237458358821283,0.0,Stage 2,0.0,0.0,0.0
37701933,7500.0,7500.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.13867443831192108,0.5545074098565047,0.0,Stage 2,0.0,0.0,0.0
19567204,35000.0,35000.0,60,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.28665697478479174,0.6407106794484416,0.0,Stage 2,0.0,0.0,0.0
17322639,25000.0,25000.0,36,A,debt_consolidation,0.0,0.0,Fully Paid,0,0.03508432691516013,0.4336492158954211,0.0,Stage 1,0.0,0.0,0.0
13068245,3000.0,3000.0,36,B,car,0.0,0.0,Fully Paid,0,0.1537984485425503,0.4878749710095982,0.0,Stage 2,0.0,0.0,0.0
33059847,9300.0,9300.0,36,A,credit_card,0.0,0.0,Fully Paid,0,0.07578259435365443,0.4835461649404597,0.0,Stage 1,0.0,0.0,0.0
11665826,8900.0,8900.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.065417224281432,0.5051223543154217,0.0,Stage 1,0.0,0.0,0.0
29684248,25000.0,25000.0,60,E,debt_consolidation,0.0,0.0,Fully Paid,0,0.253673371557798,0.6962798589161624,0.0,Stage 2,0.0,0.0,0.0
34362999,9000.0,9000.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.17919969114180628,0.5445223725177184,0.0,Stage 2,0.0,0.0,0.0
16312653,15000.0,15000.0,36,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.13770434672175103,0.5843820107234067,0.0,Stage 2,0.0,0.0,0.0
17683304,18000.0,18000.0,60,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.2610205869480627,0.6672959465867117,0.0,Stage 2,0.0,0.0,0.0
34392437,24875.0,24875.0,60,C,debt_consolidation,6045.593877533297,0.2430389498505848,Charged Off,1,0.17015243140611666,0.6134098766348061,630.9978698235807,Stage 2,630.9978698235807,820.297230770655,504.7982958588646
28563294,24800.0,24800.0,36,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.17266604359432106,0.5570961722118402,0.0,Stage 2,0.0,0.0,0.0
22422887,28000.0,28000.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.1184416673399867,0.5095345114484144,0.0,Stage 2,0.0,0.0,0.0
16312419,7000.0,7000.0,36,C,credit_card,0.0,0.0,Fully Paid,0,0.20111690780671915,0.6069520951300146,0.0,Stage 2,0.0,0.0,0.0
17644300,15300.0,15300.0,36,A,credit_card,0.0,0.0,Fully Paid,0,0.03714133359920537,0.4699697850068336,0.0,Stage 1,0.0,0.0,0.0
14579522,7500.0,7500.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.07517124029052356,0.4681716193698919,0.0,Stage 1,0.0,0.0,0.0
12955950,14700.0,14700.0,36,B,debt_consolidation,0.0,0.0,Charged Off,1,0.16560479733115804,0.5182043260907192,0.0,Stage 2,0.0,0.0,0.0
34582918,5000.0,5000.0,36,C,car,0.0,0.0,Fully Paid,0,0.10337619435780299,0.4641392654284837,0.0,Stage 2,0.0,0.0,0.0
16321442,20000.0,20000.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.14344721573671346,0.4930010006347681,0.0,Stage 2,0.0,0.0,0.0
22512490,11000.0,11000.0,36,A,credit_card,0.0,0.0,Fully Paid,0,0.057070247078726766,0.565946432151266,0.0,Stage 1,0.0,0.0,0.0
12927342,16000.0,16000.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.09528243249842487,0.5930173032547387,0.0,Stage 1,0.0,0.0,0.0
13747398,16000.0,16000.0,60,C,credit_card,0.0,0.0,Fully Paid,0,0.26548719113429936,0.6629662500420039,0.0,Stage 2,0.0,0.0,0.0
29694151,10000.0,10000.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.2628717535340471,0.531005634606716,0.0,Stage 2,0.0,0.0,0.0
17572813,25000.0,25000.0,60,D,credit_card,0.0,0.0,Fully Paid,0,0.19641973529427026,0.5997683409915089,0.0,Stage 2,0.0,0.0,0.0
30936161,15000.0,15000.0,60,D,debt_consolidation,3411.0359468874217,0.2274023964591614,Charged Off,1,0.3236756345535913,0.6528315638889207,720.7712385332613,Stage 3,720.7712385332613,937.0026100932397,576.616990826609
37831051,16000.0,16000.0,36,A,debt_consolidation,0.0,0.0,Fully Paid,0,0.08550937822948267,0.4523706010625148,0.0,Stage 1,0.0,0.0,0.0
20779693,12600.0,12600.0,36,D,debt_consolidation,0.0,0.0,Charged Off,1,0.13538772555228007,0.5506528350248058,0.0,Stage 2,0.0,0.0,0.0
27490842,18000.0,18000.0,60,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.21470110753877697,0.6901142937955557,0.0,Stage 2,0.0,0.0,0.0
34373296,10000.0,10000.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.18222027231867235,0.5443485361693018,0.0,Stage 2,0.0,0.0,0.0
11216083,8000.0,8000.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.1661327298091911,0.6053027039262466,0.0,Stage 2,0.0,0.0,0.0
28462471,5000.0,5000.0,36,C,debt_consolidation,0.0,0.0,Charged Off,1,0.234925728362792,0.511834799525124,0.0,Stage 2,0.0,0.0,0.0
13006943,9000.0,9000.0,36,B,home_improvement,0.0,0.0,Charged Off,1,0.09413749896492525,0.4992999194279754,0.0,Stage 1,0.0,0.0,0.0
29084664,31000.0,31000.0,60,C,credit_card,6830.363478260417,0.220334305750336,Charged Off,1,0.13086409663336188,0.6005371976625141,536.7897815354848,Stage 2,536.7897815354848,697.8267159961304,429.43182522838794
13048903,8000.0,8000.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.07126903350922867,0.501268686845456,0.0,Stage 1,0.0,0.0,0.0
32289075,12500.0,12500.0,36,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.23783170185148186,0.6060673810905611,0.0,Stage 2,0.0,0.0,0.0
32279661,22400.0,22400.0,60,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.1681594350591201,0.5963077923747119,0.0,Stage 2,0.0,0.0,0.0
13107185,15000.0,15000.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.08781514205066189,0.4877743379647385,0.0,Stage 1,0.0,0.0,0.0
